Time,Coculture,OD_600
60.5,SC_LP,0.308800012
60.5,SC_LP,0.179900005
61,BS_LP,0.184499994
61,BS_LP,0.1954
61,BS_LP,0.33039999
61,BS_SC,0.368000001
61,BS_SC,0.371399999
61,BS_SC,0.309399992
61,SC_LP,0.281300008
61,SC_LP,0.309100002
61,SC_LP,0.180700004
61.5,BS_LP,0.185499996
61.5,BS_LP,0.197099999
61.5,BS_LP,0.329899997
61.5,BS_SC,0.368099988
61.5,BS_SC,0.370900005
61.5,BS_SC,0.310600013
61.5,SC_LP,0.282999992
61.5,SC_LP,0.309500009
61.5,SC_LP,0.181600004
62,BS_LP,0.186700001
62,BS_LP,0.199000001
62,BS_LP,0.32980001
62,BS_SC,0.367500007
62,BS_SC,0.370799989
62,BS_SC,0.311300009
62,SC_LP,0.283499986
62,SC_LP,0.310200006
62,SC_LP,0.182999998
62.5,BS_LP,0.188899994
62.5,BS_LP,0.201499999
62.5,BS_LP,0.33039999
62.5,BS_SC,0.368099988
62.5,BS_SC,0.371399999
62.5,BS_SC,0.313600004
62.5,SC_LP,0.2852
62.5,SC_LP,0.311800003
62.5,SC_LP,0.183500007
63,BS_LP,0.189700007
63,BS_LP,0.203199998
63,BS_LP,0.329899997
63,BS_SC,0.367700011
63,BS_SC,0.370900005
63,BS_SC,0.313300014
63,SC_LP,0.285400003
63,SC_LP,0.312400013
63,SC_LP,0.184799999
63.5,BS_LP,0.191499993
63.5,BS_LP,0.205500007
63.5,BS_LP,0.3301
63.5,BS_SC,0.367900014
63.5,BS_SC,0.371100008
63.5,BS_SC,0.315100014
63.5,SC_LP,0.287499994
63.5,SC_LP,0.3134
63.5,SC_LP,0.185399994
64,BS_LP,0.193000004
64,BS_LP,0.207900003
64,BS_LP,0.329899997
64,BS_SC,0.367900014
64,BS_SC,0.371100008
64,BS_SC,0.315600008
64,SC_LP,0.287699997
64,SC_LP,0.314200014
64,SC_LP,0.186000004
64.5,BS_LP,0.194499999
64.5,BS_LP,0.209800005
64.5,BS_LP,0.329400003
64.5,BS_SC,0.367399991
64.5,BS_SC,0.370499998
64.5,BS_SC,0.316199988
64.5,SC_LP,0.288800001
64.5,SC_LP,0.314399987
64.5,SC_LP,0.187000006
65,BS_LP,0.196400002
65,BS_LP,0.212300003
65,BS_LP,0.329899997
65,BS_SC,0.367500007
65,BS_SC,0.370599985
65,BS_SC,0.316500008
65,SC_LP,0.288599998
65,SC_LP,0.315400004
65,SC_LP,0.187099993
65.5,BS_LP,0.197999999
65.5,BS_LP,0.214300007
65.5,BS_LP,0.328599989
65.5,BS_SC,0.366600007
65.5,BS_SC,0.369700015
65.5,BS_SC,0.317299992
65.5,SC_LP,0.289900005
65.5,SC_LP,0.314900011
65.5,SC_LP,0.191300005
66,BS_LP,0.199900001
66,BS_LP,0.216999993
66,BS_LP,0.328900009
66,BS_SC,0.366600007
66,BS_SC,0.369599998
66,BS_SC,0.317699999
66,SC_LP,0.290100008
66,SC_LP,0.315600008
66,SC_LP,0.189799994
66.5,BS_LP,0.202099994
66.5,BS_LP,0.219799995
66.5,BS_LP,0.328900009
66.5,BS_SC,0.36649999
66.5,BS_SC,0.369599998
66.5,BS_SC,0.318399996
66.5,SC_LP,0.290800005
66.5,SC_LP,0.316500008
66.5,SC_LP,0.193800002
67,BS_LP,0.204500005
67,BS_LP,0.223299995
67,BS_LP,0.328700006
67,BS_SC,0.367000014
67,BS_SC,0.369599998
67,BS_SC,0.319200009
67,SC_LP,0.291799992
67,SC_LP,0.317600012
67,SC_LP,0.192699999
67.5,BS_LP,0.207100004
67.5,BS_LP,0.226899996
67.5,BS_LP,0.328799993
67.5,BS_SC,0.367000014
67.5,BS_SC,0.370000005
67.5,BS_SC,0.320199996
67.5,SC_LP,0.292400002
67.5,SC_LP,0.318100005
67.5,SC_LP,0.193399996
68,BS_LP,0.209399998
68,BS_LP,0.231299996
68,BS_LP,0.329299986
68,BS_SC,0.367000014
68,BS_SC,0.370000005
68,BS_SC,0.321500003
68,SC_LP,0.294400007
68,SC_LP,0.319099993
68,SC_LP,0.194199994
68.5,BS_LP,0.211300001
68.5,BS_LP,0.234500006
68.5,BS_LP,0.328399986
68.5,BS_SC,0.3662
68.5,BS_SC,0.369199991
68.5,BS_SC,0.3213
68.5,SC_LP,0.29370001
68.5,SC_LP,0.319000006
68.5,SC_LP,0.196500003
69,BS_LP,0.213200003
69,BS_LP,0.238399997
69,BS_LP,0.328200012
69,BS_SC,0.366400003
69,BS_SC,0.369199991
69,BS_SC,0.322299987
69,SC_LP,0.295399994
69,SC_LP,0.319400012
69,SC_LP,0.196799994
69.5,BS_LP,0.215200007
69.5,BS_LP,0.241799995
69.5,BS_LP,0.328099996
69.5,BS_SC,0.366100013
69.5,BS_SC,0.368999988
69.5,BS_SC,0.322600007
69.5,SC_LP,0.29519999
69.5,SC_LP,0.319999993
69.5,SC_LP,0.3
